Demand1,Demand2,Demand3,Bond Term,Bond Int,Discount,Rest Eff,Evap mult,JLWTP permit,JLWTP Const,Inflow Amp,Inflow freq,Inflow phase
0.629424262,0.435894675,0.596825439,1.592607284,1.115050431,1.123588587,0.960219581,0.927914528,0.822793593,1.08348188,0.935341741,0.334998706,-0.436474199
1.008565788,0.725186118,0.814553049,-0.179815604,0.958609048,1.240623822,0.841327759,1.084988761,1.27379175,1.193233182,1.030581935,0.232729095,-0.168402044
0.566292022,2.049165482,0.350924482,1.381253886,0.688311273,0.868692354,1.134977745,1.009135359,1.185326224,1.10338876,1.061716299,0.307629436,0.424225135
1.412264902,1.464841639,1.623537367,1.315151283,0.946709113,1.008588634,0.916608841,0.91185798,1.455335947,1.12923388,1.033737787,0.352534395,0.690885861
0.776746796,0.732714138,1.688772966,2.40336506,0.854271064,1.267850007,1.197192195,1.070345312,0.762097134,1.192579324,0.964741166,0.383891869,-0.037796895
0.538972815,-0.086948218,1.440042037,0.38547398,0.733793552,1.277398046,1.238976123,0.958261402,1.290504705,1.154546319,1.008705827,0.367930114,-0.944423611
0.596768451,0.576284459,0.486916072,0.67621885,0.85359297,1.030389844,1.193549767,1.045995627,1.012598593,1.178416741,0.82362077,0.361552622,-0.445962511
1.412096322,0.379482371,1.336699657,1.423558186,0.613093045,0.653710831,1.012963214,1.057365154,0.756542211,1.159940801,0.973231224,0.25355847,-0.230248932
0.035480375,1.659954785,1.924293358,2.82219649,0.725593461,1.384561958,0.858112078,0.959550187,1.442733448,1.089747515,1.054862075,0.248906,-0.815174151
1.981859835,-0.029729238,0.46118602,1.589921051,0.903066084,0.945770794,0.930314416,0.953810751,1.029199585,1.001972701,1.076672833,0.421429584,0.619353458
0.633615404,0.561732012,0.110508031,3.45309407,0.856229517,0.620414255,1.175019601,1.062783728,1.165484668,1.087272368,0.902608068,0.473166826,1.511670146
1.335287496,0.97582342,0.47768592,1.266642716,0.618620532,0.999706318,0.868951107,1.012845087,1.20234299,1.128188112,1.042387575,0.454463662,-1.564439921
0.540371259,0.07632566,0.87459593,2.867189025,0.845460502,0.726508605,0.90136638,0.971356051,0.779676127,1.153898472,1.004335158,0.290198063,0.735473723
0.437436861,1.590537917,1.867607346,0.761632524,0.878379246,1.047683023,0.883106908,0.937959583,1.203848225,1.136987967,1.176618622,0.395357324,0.077217341
0.261902492,-0.286192352,2.459033745,2.769622883,0.949324103,0.951866053,0.871952833,1.032843653,1.221936599,1.103882367,0.811343134,0.363963707,-0.678371704
1.725295873,0.631553917,2.464574932,0.505603116,1.067494314,0.825504215,0.907569755,0.988694189,1.27433613,1.182317489,0.825873713,0.21259118,0.516339305
1.691039081,-0.271291226,1.413367748,2.821643148,1.108985051,0.797574857,0.847526022,0.981754559,0.814226174,1.091613169,0.906781422,0.389609662,0.485493328
1.119319934,1.178455035,1.706259325,1.638984065,0.793641007,1.195144526,0.942166158,0.921209594,1.097073262,1.119604656,0.84038652,0.413635574,-1.487843778
1.634335269,0.316664029,0.738490056,2.969831386,0.80695445,0.651181666,0.841479327,1.029364674,0.963172933,1.018674505,0.843506886,0.461416066,-1.19036978
1.790080119,0.373171966,2.183525842,1.267528871,1.017264468,0.872750065,0.846271488,0.975981797,0.790707198,1.122322551,1.164425028,0.265766868,1.408530632
0.322827607,1.71681419,0.993423058,0.445427233,1.041094831,0.919757676,0.922437234,1.060765412,1.4032963,1.185929294,1.191953263,0.406734721,1.461602587
0.848578149,1.970050549,2.199707318,3.29328537,0.992643668,0.777446469,0.962784805,0.99957127,1.075301442,1.177914196,1.189635468,0.390215051,0.747691125
0.191723338,2.28459499,2.157913075,1.555144067,0.865699268,0.986645102,1.179363951,0.911507837,1.354139685,1.092893775,0.841922642,0.3238407,1.4259603
-0.090835893,0.705314493,0.042365898,-0.015922962,1.022269606,0.673754502,1.027228431,1.049180753,1.251046138,1.150992016,1.185485276,0.494580157,1.494791401
0.663472698,1.930695979,2.887671962,0.582396695,1.080323457,0.89244172,0.871032001,1.073257903,1.325349056,1.096511151,0.959765225,0.266451792,-0.672718549
1.812076437,-0.199694295,1.899906143,2.918991871,1.083272701,0.726983118,0.981978655,1.003692255,1.303690172,1.108904859,1.075743731,0.43369178,-1.407447764
1.771144902,0.246863714,1.135904081,-0.165379118,0.873487174,1.094757064,1.046674104,0.962028326,1.466839004,1.124626511,1.178395028,0.32880285,-0.854997634
1.682083713,1.559630815,2.17092006,3.290461527,0.889322156,1.120647438,0.943654434,1.011177469,1.396814554,1.169464973,0.916850788,0.335581715,1.144829673
1.39672647,0.307925891,0.450299862,1.405751735,1.046434292,0.841778716,0.993292885,1.082506973,1.157074263,1.017937689,0.921285552,0.206898506,1.547537029
0.141573775,-0.083572113,1.711584481,1.217156704,1.140046429,1.331029269,1.060245878,0.999791235,0.854001235,1.084442348,0.850678682,0.243425835,-0.398619983
0.382095576,0.54186162,1.625220015,-0.227686532,0.642354982,0.810767527,0.904731231,1.006387749,1.114992004,1.051087628,1.09852029,0.275741441,-0.593909037
1.050050628,-0.157161077,2.885558394,2.615984373,1.178421588,1.328068571,0.99199746,0.993011992,0.8409276,1.06724024,1.072743042,0.423845134,-0.370485596
0.581922657,0.550999135,0.410872724,1.058932698,0.931726592,1.236568209,0.896719453,0.932408171,0.813764216,1.082187308,0.893903261,0.287245457,0.438484437
0.692647982,0.9321205,0.618239045,0.319430515,0.612068536,1.35911805,1.012471939,0.979573734,0.887426924,1.137752168,1.110115412,0.471721176,-0.343370716
0.282510152,0.548897548,1.046002324,0.371461828,1.125336776,0.893891149,0.984591847,0.998752969,1.140962862,1.1600728,1.082793555,0.462847567,0.025165699
0.41617133,1.484033659,-0.320883493,-0.415941487,1.149191525,1.066299418,1.07916034,1.007139979,1.112352734,1.040620376,1.03600176,0.364996131,1.213808648
0.701166442,1.834353037,2.712735445,2.495101087,0.995798697,1.064521411,0.883264491,1.088926291,1.112110997,1.098524707,1.104000025,0.356678894,-0.746631771
0.003851199,1.470592159,1.979595479,1.190610848,1.142869611,1.275170446,1.211843444,1.007348262,1.216061257,1.072476886,0.977858021,0.296533429,1.066343808
0.065936503,0.77355283,0.855613123,-0.14957524,1.121627236,0.635003022,1.139457464,1.003931593,0.845732282,1.108197497,1.148073142,0.416962608,-0.682441428
0.860772168,2.245410964,1.465373368,2.437008697,1.000983587,1.20840126,0.927743585,1.079094996,1.123689637,1.100808578,0.971809743,0.344236482,0.082110988
0.603681656,1.362728488,2.664578673,2.512528991,0.690878439,1.255978858,0.859474599,0.947855414,1.133569929,1.132925519,1.022633246,0.426025709,-0.969684717
0.632561775,0.081814749,-0.360800436,2.792927214,0.820302558,1.137369132,0.902296651,0.910496798,1.202632603,1.008807779,1.136778551,0.423405103,-1.440359538
0.855061711,-0.05413082,1.689726779,2.748228014,0.951914382,1.307510257,0.885229029,1.018705293,0.872186746,1.04159812,1.106822049,0.362577469,-0.966528182
0.087333922,-0.078137321,1.499891499,0.424012203,0.705400602,1.085298806,1.162103341,1.054799218,1.090979815,1.09694171,0.82739201,0.304913787,-0.302005863
1.522232878,0.084593779,-0.180242495,1.259133978,0.792575402,0.973057543,1.237945308,1.07931612,0.961332704,1.118819124,0.945997324,0.478208908,-0.687417952
0.883152324,1.803832697,0.044134382,0.309190017,1.016447725,0.805165256,0.940477319,0.940468629,1.235851582,1.113400052,1.061252083,0.402667634,-1.07561092
1.435399861,0.764079144,1.151873643,2.319709036,1.099025237,1.264470321,1.247328719,1.059768441,1.47938731,1.064324915,1.101061981,0.464247337,-0.210264704
1.94686319,1.674697095,1.243060432,2.611214968,1.029302715,1.190818814,0.86518725,0.959226348,0.781129229,1.05111977,0.962214744,0.396455073,0.940672824
0.221208524,2.190066194,-0.038609362,2.802079327,0.889054574,0.926125369,1.046685343,0.995253148,1.235490234,1.034207382,0.966465623,0.407690636,-0.267535006
0.520523749,1.149673226,0.96242381,1.212833775,0.723095893,1.331871585,0.86263168,0.978001532,1.110802036,1.035853376,0.855099386,0.40486442,-1.184398443
1.29009799,2.004195968,0.667022521,1.135300132,1.045649932,1.155889669,0.961275785,1.049258065,0.831607253,1.109125162,1.012354289,0.35067615,1.277954815
0.624891878,0.157642218,1.766971227,3.080367897,1.123778916,1.26059272,0.854356145,1.044731422,1.044826918,1.157545622,1.106077583,0.242162879,-0.912839945
0.85928256,1.296481617,1.957220981,2.838268129,1.052988503,0.845299419,0.949469622,1.002284804,1.26053892,1.175668581,1.147286811,0.385363502,-0.916467362
0.64537931,0.146198247,0.869137222,2.391856829,1.004027385,1.32537291,0.9514079,1.092930713,1.467502874,1.072925549,0.971061844,0.460465319,-0.312202151
1.564771407,1.014303856,0.676169728,0.111139945,1.19781987,1.378217544,0.84487073,0.931197443,1.251652189,1.09412365,1.164960344,0.29131577,1.400208877
0.792811427,2.229214359,-0.051231818,-0.2165089,0.838797594,1.172145178,0.959530802,0.940558742,0.97345595,1.077035075,0.843064176,0.204786794,1.251283589
1.526849884,0.239109061,1.341928039,2.501332159,1.014232923,1.261320549,0.884242402,1.048183405,1.055382855,1.028861922,1.154273265,0.45160402,-1.221658106
1.919325142,0.908202105,0.663678173,-0.185362539,0.609698978,1.344779785,0.859908529,0.905781908,0.941317627,1.019950351,0.904565467,0.394223311,-1.508866028
1.447465622,0.351952778,0.83498061,1.267023582,0.867389831,1.158624852,1.121327815,0.936557212,1.454036533,1.030176314,1.059545786,0.400540284,0.020202621
0.673784293,1.721762394,0.319067432,1.004229534,0.739588935,0.769531527,1.093387773,1.050346674,0.99881711,1.078382341,1.15518867,0.330129654,0.369493961
1.066378644,1.730908177,0.571845517,0.683519516,0.904615694,0.967648525,1.047629436,1.090625533,1.488842369,1.0299449,1.133565374,0.324299942,0.90569093
1.137125613,0.533478603,0.539546349,-0.27489512,1.013102042,1.258479411,0.856835463,0.974597927,1.33401004,1.155382674,1.027781715,0.471402616,0.148513919
0.417592767,2.124927302,2.611685482,2.002408245,1.081136511,0.795988183,0.924901267,1.041479121,0.818428885,1.087586128,0.859726414,0.238619956,0.249665074
0.746099978,1.144364348,1.672329948,0.842499548,1.125270641,0.749998045,0.982888393,0.903555691,1.428712315,1.041069328,1.093176954,0.372591725,-0.804870057
0.244399513,1.031747844,1.821047993,0.536155258,1.124275835,0.831429173,0.88211558,1.082063398,1.220190596,1.164217545,1.157245832,0.310971778,-1.099444122
0.707522648,1.128424805,0.261138142,1.340155935,0.802903843,0.911909961,1.202393346,1.020371165,0.781545113,1.046103207,0.954257528,0.427065711,-0.995121567
0.84360757,1.475143992,0.117824514,2.911583501,1.183927579,0.644817139,1.178146629,0.908940297,1.304324286,1.087499493,0.919894577,0.480874991,-0.164582595
0.316050512,0.378622783,2.539379766,2.198038511,1.086063389,0.936254335,1.160070837,0.941105297,1.139761295,1.195319616,1.051160115,0.340377578,0.588514348
1.168562076,0.349439269,0.613190376,1.497458761,1.14975769,0.8436023,0.850584296,0.99889248,1.492979381,1.039268717,1.065485648,0.306019669,0.840896604
0.187723366,1.761179981,0.548976038,2.528249497,1.150495537,1.218303099,1.210334726,0.985392647,0.954204113,1.025439689,1.066364542,0.269197927,1.433253132
0.217829627,1.911146425,2.052055189,1.218930297,0.723360026,0.635618275,0.9834096,0.996167949,1.48443623,1.125025885,1.116329555,0.290689898,-0.423650652
0.44566785,-0.157409901,0.723446402,0.227045531,0.732236609,0.798062403,1.179029817,0.964932316,1.239980811,1.004726964,1.058338322,0.267667928,-0.255950379
1.284070388,1.298195786,2.135781572,-0.136395137,1.14747606,0.659611441,0.912830122,1.010772828,0.994233656,1.162882252,0.928231632,0.225045313,0.196581566
0.975555379,0.589626462,1.091029025,-0.061540987,0.771356801,1.378819349,0.92996711,0.974844735,0.863018528,1.026419627,0.938069379,0.422363471,0.992585633
0.345689462,-0.055776147,-0.26963622,2.38743103,0.626286135,1.021713851,1.036857738,1.019541448,0.865249179,1.101514356,1.0564232,0.202625544,-1.447018572
0.351713504,1.016230873,2.515111441,0.743799804,0.800521787,0.876854043,1.05957211,1.066770892,1.132005072,1.111824981,1.02998694,0.479706835,-1.044087847
1.595521341,1.958220142,1.927128533,2.561364743,0.958863085,1.038208938,1.006352492,1.016961666,1.176700124,1.111196954,1.156463027,0.418953728,-0.873486606
1.213305421,0.006653824,1.565022723,0.136618918,0.941634148,1.143023806,1.14566044,0.911230203,1.268717998,1.011708694,1.166004529,0.224225261,1.351093202
0.602125069,-0.01146486,1.030043211,0.189543397,0.950094794,0.994758849,0.961437985,1.027873927,1.368126093,1.196268448,0.846777951,0.491751136,0.6583417
0.773665682,1.074753083,0.300588824,1.438051259,0.870097192,0.95017336,0.955674674,0.915417633,1.06096263,1.083829974,1.19497214,0.380931459,-0.585264546
0.944490004,1.721312818,1.203047228,1.055749726,0.805429244,0.805924592,0.977222083,0.967225741,0.844454242,1.189422119,0.920576214,0.458387544,-0.537245984
0.381994882,1.783212093,2.575830012,1.310000817,1.015429293,0.970055,1.002359926,0.991938617,0.944715475,1.114760061,1.094253562,0.441935127,0.854374622
1.674930223,0.647183405,0.336715897,1.351532994,0.977343951,1.011620842,1.188212232,1.03701717,0.895995679,1.003467362,1.169623716,0.39403876,0.512924798
-0.180575594,0.919382306,2.766685918,2.035776646,0.914377963,1.10609632,1.085496564,1.06861001,1.319004261,1.19545802,0.94268689,0.279366861,-1.461520591
0.560058019,0.802844515,2.216463936,3.431321594,1.176659249,1.091858542,1.155611578,0.969093613,0.885842884,1.049147154,1.021319041,0.271563325,1.298725288
0.096380974,-0.227283048,2.396657332,0.579463629,0.610748092,1.385494386,1.089727721,0.934762952,0.882968264,1.069824151,0.856299039,0.445756667,-0.42534465
0.904117541,1.325656483,0.18069797,3.154907882,0.789913038,0.751290015,0.986200851,1.068587018,0.80217397,1.025012972,1.052879442,0.411390517,-1.08613971
0.235553929,0.954722684,0.449444358,-0.401770434,0.750545722,1.104096342,0.901121996,0.928482039,1.390344851,1.088058952,1.090218047,0.211348722,1.468741735
1.323516784,1.095062901,2.642582374,2.220477214,0.766718268,0.795116293,0.884832762,0.980134388,0.940673543,1.050393491,0.952982486,0.448471527,1.131845816
-0.076487554,-0.207164429,0.096819172,3.01193272,0.940269477,1.363080082,0.970315771,1.043597572,1.218576082,1.090902715,1.167729596,0.376828821,-1.225757676
0.388492303,1.10222765,1.973745121,2.769415635,0.796921603,1.100432881,1.149321313,0.975247974,0.92516264,1.182185434,0.868815959,0.286945776,0.402504887
1.863470406,-0.216904137,2.801394712,0.940705704,1.156679304,1.35717991,0.97176648,1.085493354,1.340709838,1.07608671,1.121309887,0.306368779,0.951065183
1.415671281,1.911107773,1.096677528,0.751538128,0.902660035,1.057685201,1.165683577,0.95573864,0.776954004,1.113190255,0.894196432,0.312962309,-0.539692009
1.103820814,1.374865491,0.783173371,1.498890252,0.974551483,1.18171375,0.868714773,0.994038455,1.23368514,1.000539224,1.144221506,0.485767532,1.136262755
0.750682099,1.710692001,2.231817317,2.498277218,0.720081376,0.964560288,1.058760854,0.965744942,1.23707352,1.023599197,1.11514337,0.313650086,-1.26311145
-0.145604545,-0.130107269,0.240788115,1.995731647,1.1060491,0.969697372,0.888249363,0.909073455,0.769810991,1.016136084,1.020641605,0.412079414,0.118242128
0.095345909,1.104826854,2.943554303,1.34086705,1.191302805,1.369502515,0.842391961,1.092863333,0.918358037,1.11624317,0.980088715,0.353028754,-0.690242133
0.887966813,2.017804667,0.277168063,3.240021729,1.173880391,1.276084381,0.881806561,1.034735254,1.359186619,1.188807376,1.007143449,0.229149844,-1.299052484
0.313225508,0.910955367,1.106651637,0.595381297,0.745242466,1.018327924,0.875958341,0.947134637,0.779437929,1.144785024,0.829072137,0.463402755,-1.413401834
0.348799571,0.601854991,0.597129382,-0.50102441,1.192284927,0.991819472,1.209835728,1.093324153,1.152827814,1.079281113,0.831431393,0.33312846,1.219453784
0.185862546,1.694595338,1.157325729,-0.184910853,0.716761055,1.22996446,0.881839024,1.039884856,1.138012712,1.192360855,0.932746021,0.442843369,0.997282467
1.600036476,2.157255634,0.133940878,0.614293001,0.740639922,1.058315151,1.135242232,1.092510649,1.342527184,1.090597901,1.077078725,0.490021244,0.572070938
1.649340511,1.578651972,1.817514244,1.260721066,1.177021417,0.913947852,1.13723639,1.002512595,0.855341625,1.011150259,0.841103404,0.492513698,-0.151457543
1.564252169,1.580070457,1.994367842,1.168622508,0.687066553,0.811032568,0.842682715,1.036479869,1.453233907,1.024683707,0.804017433,0.260779821,1.098562886
1.055890547,1.361098768,0.14251938,-0.272212778,0.953532941,1.090694024,1.221914764,1.092736327,1.415397264,1.152922388,1.149388449,0.390931698,1.471332828
1.790741555,1.576860589,-0.328580477,3.129752603,1.030326114,0.910630718,0.855160173,0.941761574,1.491965925,1.088446175,0.947385828,0.248722583,1.465448357
1.854797606,0.035065562,2.783779221,1.693710355,1.025968229,0.878417828,0.83572413,0.994831277,0.900179199,1.079868106,0.841327615,0.284085416,-0.006678996
0.916135044,1.989669955,1.147398567,1.861202514,0.720866901,1.297547501,1.12522532,0.926687693,1.408594071,1.146533381,0.89681808,0.414493269,-0.227335009
1.162120973,0.604295676,-0.002962046,0.264489102,1.060135441,1.340918751,0.849097051,0.982568326,0.752020968,1.151967424,0.821530184,0.317134861,1.520070077
0.576378621,0.55470173,2.431659404,0.255792632,1.029927766,0.922511281,1.115309305,1.0861965,1.375726072,1.054180945,1.088270664,0.425616763,-0.429744115
0.662516993,1.569699678,2.612028538,2.945181796,0.751267374,0.621046402,0.852914419,0.932702758,0.893379,1.00562453,0.975531432,0.229734787,0.717339319
0.069336817,0.866306483,2.417740599,2.138151105,1.121350335,1.354904323,0.910818797,1.05894728,0.787663315,1.063036106,0.805294453,0.498124925,-1.134600686
0.348320941,0.912039611,0.546655135,2.823291398,0.605907048,1.370221586,1.201438991,1.069897911,1.471651004,1.086283552,1.057838031,0.3773802,0.773210161
0.694189021,1.62265482,0.764787574,3.230382533,0.786217044,1.17355382,0.839705419,0.940122329,1.485958234,1.058142156,1.139151666,0.4771556,0.81886521
0.883171054,1.227447969,2.136181672,2.21473919,0.995080375,1.017325873,0.954250902,0.90121109,1.407931085,1.087943991,0.832453589,0.49103576,-1.457181011
1.838181249,2.109399825,0.464205006,0.961454239,0.621633236,0.677325052,0.856431825,1.046408411,1.173652079,1.137541662,0.809381823,0.259490475,-0.866108269
1.109659416,1.520314971,-0.11074994,1.946013324,0.890041283,1.318908933,0.834926942,0.981553872,1.181579724,1.05701911,1.098827235,0.326197452,-0.504455465
0.796454513,1.199231641,0.511892766,3.210314313,1.170049778,0.821665715,0.903230147,1.078255024,1.368394844,1.063299757,0.878784475,0.464954878,0.103506731
-0.004047213,0.401532106,1.659175671,1.00592573,1.078776358,0.721199992,0.976099964,1.069157865,0.933039597,1.075396409,1.010351246,0.355933356,0.213920455
1.879990793,0.089421257,2.790849919,0.691665322,0.613912587,1.279457553,0.897343604,1.059404608,0.884388936,1.142195528,1.176941864,0.4865649,-0.390519472
0.767703039,0.437074487,2.682124876,2.395102853,0.643977141,0.630595666,1.045423874,0.973653054,1.161192494,1.101777537,0.803619377,0.445370749,0.063028138
1.224677662,0.501348824,2.147595485,3.262397965,1.164867146,0.826160368,0.880261812,0.908064236,0.783315106,1.057984706,1.164209933,0.315504266,-1.0515889
1.437677775,1.076581709,2.222528259,0.239248755,1.079144968,0.777607247,0.8922534,1.087629071,1.278095247,1.047831943,0.802546894,0.230436272,0.04545415
0.286907269,0.848363804,2.675590446,1.354876944,0.735340617,1.361314301,0.877918107,1.032927483,0.9591406,1.148625347,1.0664931,0.386202751,0.422543433
1.426576939,1.940925466,0.197256322,0.673333246,0.939102846,1.202307592,1.201087019,0.978775832,1.305488124,1.158238333,0.806792425,0.498978013,-1.390090282
-0.152874376,0.315948823,2.137169565,0.535027371,0.744368846,1.102114551,0.883995964,1.044046301,1.281071142,1.096213079,0.865222307,0.280133155,0.889067004
0.237890475,1.92369278,0.915787817,3.071986172,0.886626019,0.861814938,0.902055587,0.918814294,1.482593249,1.00573024,0.817008608,0.479230203,-0.751594628
0.953634155,1.752001167,0.827677659,3.076284428,0.924453175,1.181166093,0.9548681,0.962461105,1.360425698,1.0176726,0.937902095,0.329084701,0.577205163
0.369977806,0.581345801,0.122431206,1.842300171,1.002551887,0.774450858,0.845872926,1.052573471,1.334902411,1.010518463,0.891766885,0.476736688,-0.055343748
-0.018245097,0.170841685,-0.200995933,2.338484246,0.7092502,1.0488829,0.837258782,0.930652295,1.230967179,1.057384322,0.821948361,0.235196014,0.10924359
0.595178157,1.826951756,0.784946613,0.257092313,1.196480802,1.28341194,0.876850446,0.919721887,1.224030978,1.152583917,1.044745145,0.393429946,0.98922423
1.125867973,1.558062676,2.601625682,0.481495063,0.953768645,1.253476488,0.989783123,1.057113941,0.876093053,1.146607635,1.041464974,0.438261103,1.422477616
1.5708547,-0.047491953,1.733425561,0.743198027,0.782203118,1.149611362,1.084661928,1.025024243,1.132284557,1.078446773,1.017244311,0.270742285,0.17080045
0.702830738,0.01803789,1.715290133,2.819628559,1.143671761,1.326210218,1.178122931,0.974389085,1.34845648,1.069103367,0.986636089,0.48211684,-1.145672324
0.141207637,0.532041852,1.315388304,2.292597723,0.899697242,0.736924807,1.169231658,0.964873389,1.080060298,1.116816734,1.14654481,0.282539882,-0.582270605
1.877505955,1.268494616,2.954804913,-0.451243657,0.921406304,0.665934943,1.184235119,1.038629123,0.862528818,1.164967907,1.062355795,0.420841349,1.514514938
0.273120401,-0.101709866,0.715056645,3.225969323,0.946389902,0.883497051,1.118061392,1.007087135,0.884667934,1.147082361,1.024177312,0.425345671,-1.132129769
0.298261737,1.524016884,0.852633582,1.973006569,1.023154969,1.290675047,0.864268657,1.052077764,0.772713183,1.048962217,0.83297105,0.374448405,-0.090770543
0.007239601,2.161972401,1.997373399,3.377903973,0.71274085,0.639841917,1.028446314,0.927813692,1.365133311,1.186651736,0.963762949,0.323515019,1.054513868
1.841217755,1.388179733,-0.080701138,2.093113321,0.649541438,1.09424544,1.142352376,0.941581976,1.434649492,1.165679669,1.029216502,0.255630212,0.319624151
0.91144987,2.093627732,2.285165537,1.873549322,1.099578554,0.669736982,0.912284254,1.004919146,1.324216951,1.005201198,1.011782892,0.38508118,-0.160605234
0.233059187,-0.038490769,0.358062474,1.3611395,1.016893997,1.333361346,1.156255202,0.994758494,1.483907844,1.000076681,1.186292807,0.454265563,0.144635953
0.85731209,0.797295939,2.556516859,1.787923953,0.893875342,0.771461181,0.931562287,1.017470241,1.353140716,1.130198828,1.126551896,0.338821479,0.244976711
1.43456451,2.194786891,0.278803157,-0.207739745,1.065864431,1.15375683,0.949557181,0.989627677,1.41978454,1.161251638,1.048783913,0.207642867,0.585803759
0.855422884,-0.114619144,1.821582946,2.703077657,1.113513668,1.396228029,1.153281209,0.944446461,0.802588343,1.16378045,0.990399264,0.231242478,-0.483439642
1.587200609,1.873596318,1.539165163,-0.256503395,0.829813435,1.298497677,0.861979859,1.024478653,1.043084767,1.178377854,0.818018534,0.201350607,-0.561836082
0.748441244,-0.00867972,0.52684607,2.051054804,0.743884558,1.139462401,1.146926906,1.052212014,0.81931616,1.097010992,0.883234781,0.459872977,-0.845904268
0.61950576,0.573539896,0.979641817,0.183060215,0.672031964,1.13831453,1.229293593,0.90318175,0.939737426,1.182076003,1.142120786,0.266986343,1.279156888
1.303404676,0.893948347,2.462295187,-0.124186533,1.074197902,1.010006163,1.088878519,1.086756292,1.478274966,1.041632179,0.888971867,0.495369406,0.176406954
-0.043286385,0.430304519,1.287188031,2.053080674,0.636479874,1.184246271,0.848746549,1.02319239,1.373427444,1.12764307,0.919597947,0.333396859,-1.517001133
1.877469979,0.284608605,1.551609122,0.557742488,0.652901008,1.185276722,1.112438994,0.975319553,0.775793261,1.052736016,1.024825924,0.208109944,-0.332888131
1.044589672,0.784202543,0.75419175,3.267025473,0.958150877,1.004956751,1.019219681,0.951772123,1.4408641,1.11090611,0.907628257,0.369782332,-0.28371866
-0.015516348,1.370738951,0.856903703,0.361652357,1.006677041,1.237108049,0.864898685,1.058457277,1.21344439,1.128356172,0.99462075,0.310478722,-0.411517627
0.574170736,-0.130665982,0.091559337,2.204465225,0.80129441,0.905190734,1.137118267,0.965910656,0.983993914,1.12393931,0.832281362,0.343820767,-0.058696488
1.440487612,0.114262395,0.684521783,2.155706144,1.058859001,0.930881616,0.905595707,0.939970449,1.32493698,1.116068536,0.922750825,0.497354659,-1.273629082
0.898087602,1.18503168,2.475301567,3.39752883,1.020436375,0.91749033,1.007112099,0.942403183,0.882111673,1.062014562,0.893343257,0.218418773,-0.204812229
0.262591518,-0.050854735,0.189217016,2.246957842,0.655732786,0.96935026,0.992978851,1.082859077,1.253309748,1.169994055,1.000088392,0.302226926,-0.954481913
-0.079899604,0.764148707,2.368189495,3.069158997,0.754333191,0.779619029,1.022706955,0.929032276,0.994062937,1.152820488,1.19821895,0.47558594,0.628359231
-0.141027884,0.561149027,2.344445284,0.075161814,0.96497877,1.007675341,1.149542415,1.070979758,0.904408251,1.129895992,1.050314132,0.200632227,-0.514662841
1.763415232,0.275049433,1.697994308,1.316193893,1.182682254,1.394533073,1.083139505,0.984964103,0.857135867,1.106948527,1.100099302,0.449548768,0.568749462
-0.043813184,1.735462973,-0.07769663,3.379259927,0.831794418,1.019416338,0.846511856,0.901978438,1.390851979,1.018331604,0.932161816,0.359446578,1.183589391
0.731644599,0.816854884,0.988999514,1.932636014,1.055549082,1.032138992,1.004523962,1.056021893,0.96896653,1.0028057,1.160401639,0.451033338,0.557316856
